bulletin_id,issued_at,valid_from,valid_to,node_id,severity,road_status,water_navigation_status,max_rainfall_mm,max_flood_risk_idx,headline,bulletin_text,evidence_ref,source_type
WX_20250102_HUB_VINHLONG,2025-01-02T00:00:00+07:00,2025-01-02T00:00:00+07:00,2025-01-02T23:00:00+07:00,HUB_VINHLONG,none,open,open,2.320809,0.016424,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2025-01-02. Mưa cực đại theo giờ 2.3 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-02:HUB_VINHLONG,simulated
WX_20250102_HUB_VITHANH,2025-01-02T00:00:00+07:00,2025-01-02T00:00:00+07:00,2025-01-02T23:00:00+07:00,HUB_VITHANH,none,open,open,2.383691,0.016869,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2025-01-02. Mưa cực đại theo giờ 2.4 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-02:HUB_VITHANH,simulated
WX_20250103_CT_HUB,2025-01-03T00:00:00+07:00,2025-01-03T00:00:00+07:00,2025-01-03T23:00:00+07:00,CT_HUB,none,open,open,0.923523,0.006536,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2025-01-03. Mưa cực đại theo giờ 0.9 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-03:CT_HUB,simulated
WX_20250103_HCM_MARKET,2025-01-03T00:00:00+07:00,2025-01-03T00:00:00+07:00,2025-01-03T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,0.835569,0.012855,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2025-01-03. Mưa cực đại theo giờ 0.8 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-03:HCM_MARKET,simulated
WX_20250103_HUB_LONGXUYEN,2025-01-03T00:00:00+07:00,2025-01-03T00:00:00+07:00,2025-01-03T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,0.897137,0.006349,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2025-01-03. Mưa cực đại theo giờ 0.9 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-03:HUB_LONGXUYEN,simulated
WX_20250103_HUB_SOCTRANG,2025-01-03T00:00:00+07:00,2025-01-03T00:00:00+07:00,2025-01-03T23:00:00+07:00,HUB_SOCTRANG,none,open,open,0.985092,0.006971,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2025-01-03. Mưa cực đại theo giờ 1.0 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-03:HUB_SOCTRANG,simulated
WX_20250103_HUB_VINHLONG,2025-01-03T00:00:00+07:00,2025-01-03T00:00:00+07:00,2025-01-03T23:00:00+07:00,HUB_VINHLONG,none,open,open,0.901319,0.006379,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2025-01-03. Mưa cực đại theo giờ 0.9 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-03:HUB_VINHLONG,simulated
WX_20250103_HUB_VITHANH,2025-01-03T00:00:00+07:00,2025-01-03T00:00:00+07:00,2025-01-03T23:00:00+07:00,HUB_VITHANH,none,open,open,1.402546,0.009926,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2025-01-03. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-03:HUB_VITHANH,simulated
WX_20250104_CT_HUB,2025-01-04T00:00:00+07:00,2025-01-04T00:00:00+07:00,2025-01-04T23:00:00+07:00,CT_HUB,none,open,open,0.485941,0.003439,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2025-01-04. Mưa cực đại theo giờ 0.5 mm, rủi ro lũ cực đại 0.00. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-04:CT_HUB,simulated
WX_20250104_HCM_MARKET,2025-01-04T00:00:00+07:00,2025-01-04T00:00:00+07:00,2025-01-04T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,0.738082,0.011355,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2025-01-04. Mưa cực đại theo giờ 0.7 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-04:HCM_MARKET,simulated
WX_20250104_HUB_LONGXUYEN,2025-01-04T00:00:00+07:00,2025-01-04T00:00:00+07:00,2025-01-04T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,0.684134,0.004842,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2025-01-04. Mưa cực đại theo giờ 0.7 mm, rủi ro lũ cực đại 0.00. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-04:HUB_LONGXUYEN,simulated
WX_20250104_HUB_SOCTRANG,2025-01-04T00:00:00+07:00,2025-01-04T00:00:00+07:00,2025-01-04T23:00:00+07:00,HUB_SOCTRANG,none,open,open,0.671437,0.004752,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2025-01-04. Mưa cực đại theo giờ 0.7 mm, rủi ro lũ cực đại 0.00. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-04:HUB_SOCTRANG,simulated
WX_20250104_HUB_VINHLONG,2025-01-04T00:00:00+07:00,2025-01-04T00:00:00+07:00,2025-01-04T23:00:00+07:00,HUB_VINHLONG,none,open,open,1.023471,0.007243,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2025-01-04. Mưa cực đại theo giờ 1.0 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-04:HUB_VINHLONG,simulated
WX_20250104_HUB_VITHANH,2025-01-04T00:00:00+07:00,2025-01-04T00:00:00+07:00,2025-01-04T23:00:00+07:00,HUB_VITHANH,none,open,open,0.740186,0.005238,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2025-01-04. Mưa cực đại theo giờ 0.7 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-04:HUB_VITHANH,simulated
WX_20250105_CT_HUB,2025-01-05T00:00:00+07:00,2025-01-05T00:00:00+07:00,2025-01-05T23:00:00+07:00,CT_HUB,none,open,open,1.747112,0.012364,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2025-01-05. Mưa cực đại theo giờ 1.7 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-05:CT_HUB,simulated
WX_20250105_HCM_MARKET,2025-01-05T00:00:00+07:00,2025-01-05T00:00:00+07:00,2025-01-05T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,1.614420,0.024837,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2025-01-05. Mưa cực đại theo giờ 1.6 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-05:HCM_MARKET,simulated
WX_20250105_HUB_LONGXUYEN,2025-01-05T00:00:00+07:00,2025-01-05T00:00:00+07:00,2025-01-05T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,1.697195,0.012011,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2025-01-05. Mưa cực đại theo giờ 1.7 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-05:HUB_LONGXUYEN,simulated
WX_20250105_HUB_SOCTRANG,2025-01-05T00:00:00+07:00,2025-01-05T00:00:00+07:00,2025-01-05T23:00:00+07:00,HUB_SOCTRANG,none,open,open,2.387336,0.016895,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2025-01-05. Mưa cực đại theo giờ 2.4 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-05:HUB_SOCTRANG,simulated
WX_20250105_HUB_VINHLONG,2025-01-05T00:00:00+07:00,2025-01-05T00:00:00+07:00,2025-01-05T23:00:00+07:00,HUB_VINHLONG,none,open,open,1.864508,0.013195,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2025-01-05. Mưa cực đại theo giờ 1.9 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-05:HUB_VINHLONG,simulated
WX_20250105_HUB_VITHANH,2025-01-05T00:00:00+07:00,2025-01-05T00:00:00+07:00,2025-01-05T23:00:00+07:00,HUB_VITHANH,none,open,open,1.797030,0.012717,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2025-01-05. Mưa cực đại theo giờ 1.8 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-05:HUB_VITHANH,simulated
WX_20250106_CT_HUB,2025-01-06T00:00:00+07:00,2025-01-06T00:00:00+07:00,2025-01-06T23:00:00+07:00,CT_HUB,none,open,open,1.400066,0.009908,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2025-01-06. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-06:CT_HUB,simulated
WX_20250106_HCM_MARKET,2025-01-06T00:00:00+07:00,2025-01-06T00:00:00+07:00,2025-01-06T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,1.420400,0.021852,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2025-01-06. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-06:HCM_MARKET,simulated
WX_20250106_HUB_LONGXUYEN,2025-01-06T00:00:00+07:00,2025-01-06T00:00:00+07:00,2025-01-06T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,1.616560,0.011440,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2025-01-06. Mưa cực đại theo giờ 1.6 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-06:HUB_LONGXUYEN,simulated
WX_20250106_HUB_SOCTRANG,2025-01-06T00:00:00+07:00,2025-01-06T00:00:00+07:00,2025-01-06T23:00:00+07:00,HUB_SOCTRANG,none,open,open,1.375754,0.009736,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2025-01-06. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-06:HUB_SOCTRANG,simulated
WX_20250106_HUB_VINHLONG,2025-01-06T00:00:00+07:00,2025-01-06T00:00:00+07:00,2025-01-06T23:00:00+07:00,HUB_VINHLONG,none,open,open,1.228352,0.008693,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2025-01-06. Mưa cực đại theo giờ 1.2 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-06:HUB_VINHLONG,simulated
WX_20250106_HUB_VITHANH,2025-01-06T00:00:00+07:00,2025-01-06T00:00:00+07:00,2025-01-06T23:00:00+07:00,HUB_VITHANH,none,open,open,1.488274,0.010532,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2025-01-06. Mưa cực đại theo giờ 1.5 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-06:HUB_VITHANH,simulated
WX_20250107_CT_HUB,2025-01-07T00:00:00+07:00,2025-01-07T00:00:00+07:00,2025-01-07T23:00:00+07:00,CT_HUB,none,open,open,1.338240,0.009471,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2025-01-07. Mưa cực đại theo giờ 1.3 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-07:CT_HUB,simulated
WX_20250107_HCM_MARKET,2025-01-07T00:00:00+07:00,2025-01-07T00:00:00+07:00,2025-01-07T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,1.277578,0.019655,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2025-01-07. Mưa cực đại theo giờ 1.3 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-07:HCM_MARKET,simulated
WX_20250107_HUB_LONGXUYEN,2025-01-07T00:00:00+07:00,2025-01-07T00:00:00+07:00,2025-01-07T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,1.307395,0.009252,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2025-01-07. Mưa cực đại theo giờ 1.3 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-07:HUB_LONGXUYEN,simulated
WX_20250107_HUB_SOCTRANG,2025-01-07T00:00:00+07:00,2025-01-07T00:00:00+07:00,2025-01-07T23:00:00+07:00,HUB_SOCTRANG,none,open,open,1.375509,0.009734,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2025-01-07. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-07:HUB_SOCTRANG,simulated
WX_20250107_HUB_VINHLONG,2025-01-07T00:00:00+07:00,2025-01-07T00:00:00+07:00,2025-01-07T23:00:00+07:00,HUB_VINHLONG,none,open,open,1.413545,0.010004,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2025-01-07. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-07:HUB_VINHLONG,simulated
WX_20250107_HUB_VITHANH,2025-01-07T00:00:00+07:00,2025-01-07T00:00:00+07:00,2025-01-07T23:00:00+07:00,HUB_VITHANH,none,open,open,1.133226,0.008020,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2025-01-07. Mưa cực đại theo giờ 1.1 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-07:HUB_VITHANH,simulated
WX_20250108_CT_HUB,2025-01-08T00:00:00+07:00,2025-01-08T00:00:00+07:00,2025-01-08T23:00:00+07:00,CT_HUB,none,open,open,1.844604,0.013054,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2025-01-08. Mưa cực đại theo giờ 1.8 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2025-01-08:CT_HUB,simulated
