bulletin_id,issued_at,valid_from,valid_to,node_id,severity,road_status,water_navigation_status,max_rainfall_mm,max_flood_risk_idx,headline,bulletin_text,evidence_ref,source_type
WX_20240102_HUB_VINHLONG,2024-01-02T00:00:00+07:00,2024-01-02T00:00:00+07:00,2024-01-02T23:00:00+07:00,HUB_VINHLONG,none,open,open,0.549175,0.003886,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2024-01-02. Mưa cực đại theo giờ 0.5 mm, rủi ro lũ cực đại 0.00. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-02:HUB_VINHLONG,simulated
WX_20240102_HUB_VITHANH,2024-01-02T00:00:00+07:00,2024-01-02T00:00:00+07:00,2024-01-02T23:00:00+07:00,HUB_VITHANH,none,open,open,0.296892,0.002101,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2024-01-02. Mưa cực đại theo giờ 0.3 mm, rủi ro lũ cực đại 0.00. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-02:HUB_VITHANH,simulated
WX_20240103_CT_HUB,2024-01-03T00:00:00+07:00,2024-01-03T00:00:00+07:00,2024-01-03T23:00:00+07:00,CT_HUB,none,open,open,1.568749,0.011102,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2024-01-03. Mưa cực đại theo giờ 1.6 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-03:CT_HUB,simulated
WX_20240103_HCM_MARKET,2024-01-03T00:00:00+07:00,2024-01-03T00:00:00+07:00,2024-01-03T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,1.304468,0.020069,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2024-01-03. Mưa cực đại theo giờ 1.3 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-03:HCM_MARKET,simulated
WX_20240103_HUB_LONGXUYEN,2024-01-03T00:00:00+07:00,2024-01-03T00:00:00+07:00,2024-01-03T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,1.400587,0.009912,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2024-01-03. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-03:HUB_LONGXUYEN,simulated
WX_20240103_HUB_SOCTRANG,2024-01-03T00:00:00+07:00,2024-01-03T00:00:00+07:00,2024-01-03T23:00:00+07:00,HUB_SOCTRANG,none,open,open,1.537899,0.010884,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2024-01-03. Mưa cực đại theo giờ 1.5 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-03:HUB_SOCTRANG,simulated
WX_20240103_HUB_VINHLONG,2024-01-03T00:00:00+07:00,2024-01-03T00:00:00+07:00,2024-01-03T23:00:00+07:00,HUB_VINHLONG,none,open,open,1.388756,0.009828,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2024-01-03. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-03:HUB_VINHLONG,simulated
WX_20240103_HUB_VITHANH,2024-01-03T00:00:00+07:00,2024-01-03T00:00:00+07:00,2024-01-03T23:00:00+07:00,HUB_VITHANH,none,open,open,1.553856,0.010997,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2024-01-03. Mưa cực đại theo giờ 1.6 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-03:HUB_VITHANH,simulated
WX_20240104_CT_HUB,2024-01-04T00:00:00+07:00,2024-01-04T00:00:00+07:00,2024-01-04T23:00:00+07:00,CT_HUB,none,open,open,0.843155,0.005967,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2024-01-04. Mưa cực đại theo giờ 0.8 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-04:CT_HUB,simulated
WX_20240104_HCM_MARKET,2024-01-04T00:00:00+07:00,2024-01-04T00:00:00+07:00,2024-01-04T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,0.870080,0.013386,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2024-01-04. Mưa cực đại theo giờ 0.9 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-04:HCM_MARKET,simulated
WX_20240104_HUB_LONGXUYEN,2024-01-04T00:00:00+07:00,2024-01-04T00:00:00+07:00,2024-01-04T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,0.686461,0.004858,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2024-01-04. Mưa cực đại theo giờ 0.7 mm, rủi ro lũ cực đại 0.00. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-04:HUB_LONGXUYEN,simulated
WX_20240104_HUB_SOCTRANG,2024-01-04T00:00:00+07:00,2024-01-04T00:00:00+07:00,2024-01-04T23:00:00+07:00,HUB_SOCTRANG,none,open,open,0.895970,0.006341,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2024-01-04. Mưa cực đại theo giờ 0.9 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-04:HUB_SOCTRANG,simulated
WX_20240104_HUB_VINHLONG,2024-01-04T00:00:00+07:00,2024-01-04T00:00:00+07:00,2024-01-04T23:00:00+07:00,HUB_VINHLONG,none,open,open,0.755423,0.005346,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2024-01-04. Mưa cực đại theo giờ 0.8 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-04:HUB_VINHLONG,simulated
WX_20240104_HUB_VITHANH,2024-01-04T00:00:00+07:00,2024-01-04T00:00:00+07:00,2024-01-04T23:00:00+07:00,HUB_VITHANH,none,open,open,0.770806,0.005455,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2024-01-04. Mưa cực đại theo giờ 0.8 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-04:HUB_VITHANH,simulated
WX_20240105_CT_HUB,2024-01-05T00:00:00+07:00,2024-01-05T00:00:00+07:00,2024-01-05T23:00:00+07:00,CT_HUB,none,open,open,1.344751,0.009517,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2024-01-05. Mưa cực đại theo giờ 1.3 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-05:CT_HUB,simulated
WX_20240105_HCM_MARKET,2024-01-05T00:00:00+07:00,2024-01-05T00:00:00+07:00,2024-01-05T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,1.313910,0.020214,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2024-01-05. Mưa cực đại theo giờ 1.3 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-05:HCM_MARKET,simulated
WX_20240105_HUB_LONGXUYEN,2024-01-05T00:00:00+07:00,2024-01-05T00:00:00+07:00,2024-01-05T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,1.488696,0.010535,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2024-01-05. Mưa cực đại theo giờ 1.5 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-05:HUB_LONGXUYEN,simulated
WX_20240105_HUB_SOCTRANG,2024-01-05T00:00:00+07:00,2024-01-05T00:00:00+07:00,2024-01-05T23:00:00+07:00,HUB_SOCTRANG,none,open,open,1.597130,0.011303,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2024-01-05. Mưa cực đại theo giờ 1.6 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-05:HUB_SOCTRANG,simulated
WX_20240105_HUB_VINHLONG,2024-01-05T00:00:00+07:00,2024-01-05T00:00:00+07:00,2024-01-05T23:00:00+07:00,HUB_VINHLONG,none,open,open,1.727339,0.012224,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2024-01-05. Mưa cực đại theo giờ 1.7 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-05:HUB_VINHLONG,simulated
WX_20240105_HUB_VITHANH,2024-01-05T00:00:00+07:00,2024-01-05T00:00:00+07:00,2024-01-05T23:00:00+07:00,HUB_VITHANH,none,open,open,1.383172,0.009789,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2024-01-05. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-05:HUB_VITHANH,simulated
WX_20240106_CT_HUB,2024-01-06T00:00:00+07:00,2024-01-06T00:00:00+07:00,2024-01-06T23:00:00+07:00,CT_HUB,none,open,open,1.181816,0.008364,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2024-01-06. Mưa cực đại theo giờ 1.2 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-06:CT_HUB,simulated
WX_20240106_HCM_MARKET,2024-01-06T00:00:00+07:00,2024-01-06T00:00:00+07:00,2024-01-06T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,1.069262,0.016450,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2024-01-06. Mưa cực đại theo giờ 1.1 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-06:HCM_MARKET,simulated
WX_20240106_HUB_LONGXUYEN,2024-01-06T00:00:00+07:00,2024-01-06T00:00:00+07:00,2024-01-06T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,1.238406,0.008764,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2024-01-06. Mưa cực đại theo giờ 1.2 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-06:HUB_LONGXUYEN,simulated
WX_20240106_HUB_SOCTRANG,2024-01-06T00:00:00+07:00,2024-01-06T00:00:00+07:00,2024-01-06T23:00:00+07:00,HUB_SOCTRANG,none,open,open,1.544940,0.010933,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2024-01-06. Mưa cực đại theo giờ 1.5 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-06:HUB_SOCTRANG,simulated
WX_20240106_HUB_VINHLONG,2024-01-06T00:00:00+07:00,2024-01-06T00:00:00+07:00,2024-01-06T23:00:00+07:00,HUB_VINHLONG,none,open,open,1.125539,0.007965,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2024-01-06. Mưa cực đại theo giờ 1.1 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-06:HUB_VINHLONG,simulated
WX_20240106_HUB_VITHANH,2024-01-06T00:00:00+07:00,2024-01-06T00:00:00+07:00,2024-01-06T23:00:00+07:00,HUB_VITHANH,none,open,open,1.630079,0.011536,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2024-01-06. Mưa cực đại theo giờ 1.6 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-06:HUB_VITHANH,simulated
WX_20240107_CT_HUB,2024-01-07T00:00:00+07:00,2024-01-07T00:00:00+07:00,2024-01-07T23:00:00+07:00,CT_HUB,none,open,open,1.403665,0.009934,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2024-01-07. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-07:CT_HUB,simulated
WX_20240107_HCM_MARKET,2024-01-07T00:00:00+07:00,2024-01-07T00:00:00+07:00,2024-01-07T23:00:00+07:00,HCM_MARKET,none,open,not_applicable,1.317149,0.020264,"Thị trường TP.HCM: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Thị trường TP.HCM ngày 2024-01-07. Mưa cực đại theo giờ 1.3 mm, rủi ro lũ cực đại 0.02. Trạng thái đường bộ: thông thường; trạng thái đường thủy: không áp dụng. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-07:HCM_MARKET,simulated
WX_20240107_HUB_LONGXUYEN,2024-01-07T00:00:00+07:00,2024-01-07T00:00:00+07:00,2024-01-07T23:00:00+07:00,HUB_LONGXUYEN,none,open,open,1.510735,0.010691,"Hub Long Xuyên: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Long Xuyên ngày 2024-01-07. Mưa cực đại theo giờ 1.5 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-07:HUB_LONGXUYEN,simulated
WX_20240107_HUB_SOCTRANG,2024-01-07T00:00:00+07:00,2024-01-07T00:00:00+07:00,2024-01-07T23:00:00+07:00,HUB_SOCTRANG,none,open,open,1.497243,0.010596,"Hub Sóc Trăng: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Sóc Trăng ngày 2024-01-07. Mưa cực đại theo giờ 1.5 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-07:HUB_SOCTRANG,simulated
WX_20240107_HUB_VINHLONG,2024-01-07T00:00:00+07:00,2024-01-07T00:00:00+07:00,2024-01-07T23:00:00+07:00,HUB_VINHLONG,none,open,open,1.530830,0.010834,"Hub Vĩnh Long: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vĩnh Long ngày 2024-01-07. Mưa cực đại theo giờ 1.5 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-07:HUB_VINHLONG,simulated
WX_20240107_HUB_VITHANH,2024-01-07T00:00:00+07:00,2024-01-07T00:00:00+07:00,2024-01-07T23:00:00+07:00,HUB_VITHANH,none,open,open,1.443770,0.010217,"Hub Vị Thanh: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Hub Vị Thanh ngày 2024-01-07. Mưa cực đại theo giờ 1.4 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-07:HUB_VITHANH,simulated
WX_20240108_CT_HUB,2024-01-08T00:00:00+07:00,2024-01-08T00:00:00+07:00,2024-01-08T23:00:00+07:00,CT_HUB,none,open,open,1.510903,0.010693,"Trung tâm trung chuyển Cần Thơ: cảnh báo none, đường bộ thông thường","Bản tin mô phỏng cho Trung tâm trung chuyển Cần Thơ ngày 2024-01-08. Mưa cực đại theo giờ 1.5 mm, rủi ro lũ cực đại 0.01. Trạng thái đường bộ: thông thường; trạng thái đường thủy: thông thường. Khi trạng thái là tạm ngưng, agent phải loại tuyến khỏi tập khả thi thay vì chỉ cộng penalty chi phí.",weather:2024-01-08:CT_HUB,simulated
